gasoline,5,1,1,North Bergen,New Jersey,15591175,65,Honda,Pilot,2017
gasoline,5,12,10,Union City,New Jersey,14838536,76,Scion,FR-S,2013
gasoline,4,87,78,Jersey City,New Jersey,2110510,109,Alfa Romeo,Stelvio,2018
gasoline,5,7,6,Jersey City,New Jersey,547739,110,Mercedes-Benz,E-Class,2017
gasoline,4,158,136,Jersey City,New Jersey,9450147,84,Toyota,RAV4,2014
gasoline,5,2,2,Bloomfield,New Jersey,2781988,149,Acura,MDX,2020
gasoline,4,63,53,Old Bridge Township,New Jersey,4998472,85,Audi,Q7,2010
gasoline,4,147,121,Jersey City,New Jersey,519772,225,Land Rover,Range Rover Velar,2018
gasoline,4,100,88,Weehawken,New Jersey,5895238,91,Ford,F-150,2015
gasoline,4,20,18,Jersey City,New Jersey,9450147,73,Toyota,RAV4,2017
gasoline,5,8,6,Fair Lawn,New Jersey,1319433,799,Audi,R8,2017
gasoline,5,10,8,Jersey City,New Jersey,9450147,80,Honda,CR-V,2015
gasoline,4,77,71,Jersey City,New Jersey,2611541,115,Ford,Mustang,2018
gasoline,5,88,74,Jersey City,New Jersey,67096,99,Toyota,Sienna,2017
gasoline,5,39,34,South River,New Jersey,8405506,68,Dodge,Ram 1500,2019
gasoline,5,8,6,Fair Lawn,New Jersey,2123567,349,Mercedes-Benz,G-Class,2014
gasoline,5,3,3,Carteret,New Jersey,15381172,110,Mercedes-benz,GLC-Class,2020
gasoline,4,92,83,Jersey City,New Jersey,4811613,123,BMW,5 Series,2016
gasoline,5,12,12,Elizabeth,New Jersey,10428232,80,BMW,3 Series,2015
gasoline,5,1,1,Carlstadt,New Jersey,1349160,275,Porsche,911,2013
gasoline,5,64,54,Fair Lawn,New Jersey,1319433,319,Porsche,911,2012
gasoline,5,1,1,Woodbridge Township,New Jersey,14303026,288,Land Rover,Range Rover,2018
electric,4,173,154,Lodi,New Jersey,1260284,99,Tesla,Model 3,2018
gasoline,4,111,103,Jersey City,New Jersey,2110510,159,BMW,M3,2018
gasoline,4,215,193,Jersey City,New Jersey,67096,94,Honda,Odyssey,2013
gasoline,5,4,3,East Brunswick,New Jersey,2561238,799,McLaren,570S,2016
electric,5,58,46,Weehawken,New Jersey,11244767,166,Tesla,Model 3,2018
gasoline,5,17,15,Edgewater,New Jersey,2216742,167,Chevrolet,Corvette,2015
gasoline,4,57,52,Old Bridge Township,New Jersey,4998472,80,Mercedes-Benz,E-Class,2010
gasoline,4,4,3,Westfield,New Jersey,8040602,200,Porsche,911,2009
gasoline,4,72,55,Jersey City,New Jersey,2110510,99,Jaguar,F-PACE,2018
diesel,5,39,35,Palisades Park,New Jersey,9806507,112,Land Rover,Discovery,2018
gasoline,4,47,42,Jersey City,New Jersey,519772,225,Porsche,Cayenne,2019
gasoline,5,8,8,Newark,New Jersey,9767693,269,BMW,7-Series,2019
gasoline,4,25,20,South Orange,New Jersey,10729807,230,Mercedes-Benz,S-Class,2014
electric,5,8,4,Fair Lawn,New Jersey,1319433,259,Tesla,Model X,2020
electric,4,91,82,Livingston,New Jersey,3885147,129,Tesla,Model S,2015
electric,5,10,6,Jersey City,New Jersey,875927,235,Tesla,Model S,2015
gasoline,5,1,1,Jersey City,New Jersey,844760,349,Mercedes-Benz,G-Class,2015
gasoline,5,20,20,Palisades Park,New Jersey,9806507,129,Mercedes-benz,GLS-Class,2020
gasoline,5,36,28,Jersey City,New Jersey,9606481,118,Honda,Odyssey,2019
gasoline,5,3,3,Elizabeth,New Jersey,4781402,110,Mercedes-benz,CLA-Class,2019
gasoline,4,63,53,Jersey City,New Jersey,3533385,160,Mercedes-Benz,E-Class,2018
electric,5,51,43,Fair Lawn,New Jersey,1319433,207,Tesla,Model 3,2019
gasoline,4,15,15,Kearny,New Jersey,9370336,114,Ford,Mustang,2019
gasoline,5,11,11,Mountainside,New Jersey,14245488,99,Alfa-romeo,Stelvio,2019
gasoline,5,9,9,Newark,New Jersey,14986753,50,Honda,Pilot,2009
gasoline,5,23,19,Jersey City,New Jersey,3746853,180,Porsche,Macan,2016
gasoline,4,76,70,Jersey City,New Jersey,2110510,139,Audi,A7,2018
gasoline,4,93,79,Elizabeth,New Jersey,6434371,100,Chevrolet,Impala,2017
gasoline,4,21,19,Edison,New Jersey,1491450,92,Volvo,XC60,2019
electric,4,151,128,Jersey City,New Jersey,875927,193,Tesla,Model 3,2018
gasoline,5,2,1,East Orange,New Jersey,5702987,124,Acura,MDX,2016
gasoline,4,79,75,Jersey City,New Jersey,2110510,139,Porsche,Cayenne,2018
electric,5,9,8,Jersey City,New Jersey,3905611,189,Tesla,Model 3,2020
electric,4,113,92,Jersey City,New Jersey,875927,193,Tesla,Model 3,2018
gasoline,4,130,111,Jersey City,New Jersey,519772,275,Jaguar,F-TYPE,2014
gasoline,4,10,10,Fair Lawn,New Jersey,2123567,229,Mercedes-Benz,S-Class,2016
gasoline,4,18,17,Fair Lawn,New Jersey,2123567,299,Porsche,911,2014
gasoline,4,107,87,Jersey City,New Jersey,875927,185,Alfa Romeo,4C,2017
electric,4,107,96,Jersey City,New Jersey,875927,198,Tesla,Model 3,2019
electric,5,1,1,Elizabeth,New Jersey,1651923,170,Tesla,Model 3,2020
hybrid,4,57,42,Lodi,New Jersey,5125492,498,BMW,i8,2015
gasoline,5,86,70,Jersey City,New Jersey,519772,400,Mercedes-Benz,G-Class,2017
electric,5,25,22,Elizabeth,New Jersey,4228659,110,Tesla,Model 3,2019
gasoline,4,53,44,Lyndhurst,New Jersey,2459020,230,Chevrolet,Corvette,2016
gasoline,4,16,13,Jersey City,New Jersey,11347518,156,Jaguar,F-PACE,2017
gasoline,5,14,14,Jersey City,New Jersey,818641,125,Dodge,Charger,2018
gasoline,4,46,46,Jersey City,New Jersey,942342,299,Porsche,911,2013
electric,4,84,75,Jersey City,New Jersey,7402845,174,Tesla,Model 3,2018
gasoline,4,74,62,Caldwell,New Jersey,6721879,190,Porsche,Panamera,2013
gasoline,5,4,4,Newark,New Jersey,15147159,71,Toyota,Avalon,2013
electric,4,81,65,Edgewater,New Jersey,1367019,211,Tesla,Model X,2017
electric,5,37,26,Weehawken,New Jersey,11244767,189,Tesla,Model X,2020
electric,5,8,8,Edison,New Jersey,1491450,130,Tesla,Model 3,2019
gasoline,5,3,2,Teaneck,New Jersey,10336220,159,Maserati,Ghibli,2016
gasoline,4,57,53,Newark,New Jersey,583154,168,Chevrolet,Suburban,2018
electric,5,28,28,Jersey City,New Jersey,8683519,190,Tesla,Model S,2018
gasoline,4,204,170,Jersey City,New Jersey,519772,300,Porsche,911,2013
gasoline,5,15,12,Newark,New Jersey,10378067,160,Chevrolet,Camaro,2017
gasoline,5,3,3,North Bergen,New Jersey,4574689,56,Toyota,Camry,2016
gasoline,5,52,44,Union,New Jersey,10132512,97,BMW,4-Series,2019
gasoline,5,2,2,Newark,New Jersey,15147159,88,Ford,Explorer,2014
gasoline,5,3,2,Elizabeth,New Jersey,4781402,104,Toyota,Highlander,2018
gasoline,4,106,95,Jersey City,New Jersey,2110510,179,Land Rover,Range Rover Sport,2016
gasoline,5,17,15,Jersey City,New Jersey,3955554,115,Dodge,Challenger,2017
electric,5,2,2,Hillside,New Jersey,2421007,180,Tesla,Model 3,2020
gasoline,5,10,9,Mountainside,New Jersey,14245488,114,Mercedes-Benz,GLE-Class,2017
electric,5,5,3,Jersey City,New Jersey,15222015,164,Tesla,Model 3,2020
hybrid,5,25,21,Jersey City,New Jersey,9606481,349,BMW,i8,2016
gasoline,5,5,5,West Orange,New Jersey,10452226,295,Bentley,Flying Spur,2018
gasoline,4,79,67,Roselle,New Jersey,986216,40,Nissan,Versa,2015
gasoline,5,16,14,Kailua,Hawaii,11313508,35,smart,fortwo,2013
gasoline,4,18,17,Kailua,Hawaii,11313508,35,smart,fortwo,2013
hybrid,5,17,16,Aiea,Hawaii,2754690,49,Lexus,HS 250h,2010
gasoline,5,32,27,Honolulu,Hawaii,9794111,33,Chevrolet,Cruze,2017
gasoline,5,2,2,Mililani,Hawaii,8836511,50,Nissan,Rogue,2014
gasoline,4,27,24,Honolulu,Hawaii,2754690,68,Lexus,IS 250 C,2011
gasoline,5,3,3,Waipahu,Hawaii,4209883,69,Ford,Transit Van,2015
gasoline,5,7,6,Mililani,Hawaii,8836511,51,Acura,RDX,2008
gasoline,4,61,49,Honolulu,Hawaii,6811877,55,Ford,Mustang,2016
gasoline,5,8,3,Waipahu,Hawaii,4209883,77,Ford,Transit Van,2015
gasoline,5,16,4,Waipahu,Hawaii,4209883,77,Ford,Transit Van,2015
gasoline,5,6,5,Honolulu,Hawaii,2151101,65,Nissan,Rogue,2016
gasoline,4,33,31,Honolulu,Hawaii,2754690,60,Mazda,MX-5 Miata,2008
gasoline,5,25,19,Honolulu,Hawaii,2318739,65,Jeep,Wrangler,2015
gasoline,5,19,15,Mililani,Hawaii,8836511,54,Dodge,Grand Caravan,2013
gasoline,4,70,58,Honolulu,Hawaii,2587963,35,Jeep,Patriot,2012
gasoline,5,3,3,Wahiawa,Hawaii,10740613,48,Honda,Accord Sedan,2019
gasoline,5,14,13,Honolulu,Hawaii,2754690,62,MINI,Cooper Coupe,2014
gasoline,5,16,12,Pearl City,Hawaii,7468900,46,Dodge,Charger,2012
gasoline,4,45,36,Honolulu,Hawaii,4447424,45,Audi,A4,2014
gasoline,4,231,179,Honolulu,Hawaii,595685,60,Chevrolet,Camaro,2018
electric,5,2,2,Kapolei,Hawaii,8864545,53,Nissan,Leaf,2018
hybrid,4,35,30,Honolulu,Hawaii,11204046,55,Ford,C-Max Hybrid,2015
gasoline,4,64,52,Honolulu,Hawaii,2587963,36,Honda,Odyssey,2008
gasoline,4,15,10,Honolulu,Hawaii,2739225,49,Toyota,Sienna,2008
gasoline,5,3,3,Honolulu,Hawaii,10160966,120,Porsche,718,2019
gasoline,5,11,9,Honolulu,Hawaii,12868620,60,BMW,1 Series,2008
gasoline,5,16,15,Honolulu,Hawaii,2754690,58,Lexus,IS 250,2008
gasoline,5,14,11,Honolulu,Hawaii,930022,141,Honda,Odyssey,2014
gasoline,4,47,35,Honolulu,Hawaii,9028291,35,Toyota,Corolla,2015
gasoline,5,22,19,Pearl City,Hawaii,5523481,31,Nissan,Rogue,2011
gasoline,5,36,28,Honolulu,Hawaii,777730,85,Jeep,Wrangler,2013
gasoline,5,1,1,Honolulu,Hawaii,7163748,125,HUMMER,H2,2008
gasoline,5,10,8,Mililani,Hawaii,8836511,73,Mercedes-Benz,M-Class,2011
hybrid,5,3,3,Kapolei,Hawaii,8864545,50,Chrysler,Pacifica,2018
gasoline,4,56,39,Honolulu,Hawaii,4434061,28,Dodge,Grand Caravan,2008
gasoline,4,38,32,Honolulu,Hawaii,8378024,40,Honda,Fit,2015
gasoline,4,26,19,Honolulu,Hawaii,2754690,78,BMW,Z4,2008
gasoline,5,11,10,Honolulu,Hawaii,10562656,69,Toyota,Tacoma,2017
gasoline,4,13,12,Honolulu,Hawaii,2739225,45,Toyota,Sienna,2006
hybrid,5,81,70,Honolulu,Hawaii,549632,40,Toyota,Prius,2006
gasoline,5,1,1,Ewa Beach,Hawaii,15018199,85,Chrysler,300,2016
gasoline,4,140,104,Honolulu,Hawaii,595685,85,Chevrolet,Camaro,2019
gasoline,5,16,15,Kailua,Hawaii,3359408,38,Ford,Focus,2013
gasoline,5,32,26,Honolulu,Hawaii,2587963,55,Honda,CR-V,2019
gasoline,4,26,22,Honolulu,Hawaii,2587963,70,Honda,CR-V,2019
gasoline,5,14,12,Hauula,Hawaii,5068310,64,Toyota,Tacoma,2012
gasoline,4,52,42,Honolulu,Hawaii,2394117,74,Jeep,Wrangler,2016
gasoline,4,55,51,Honolulu,Hawaii,1810535,100,BMW,2 Series,2016
gasoline,4,26,22,Honolulu,Hawaii,777730,121,BMW,4 Series,2018
gasoline,4,37,33,Honolulu,Hawaii,9028291,60,Volkswagen,Tiguan,2019
gasoline,5,13,10,Honolulu,Hawaii,2587963,42,Honda,Civic,2014
hybrid,4,13,12,Honolulu,Hawaii,2754690,68,Lexus,GS 450h,2008
gasoline,4,28,21,Honolulu,Hawaii,5503974,48,Toyota,Camry,2012
gasoline,5,137,121,Honolulu,Hawaii,2800098,50,Kia,Sportage,2014
gasoline,5,10,10,Waianae,Hawaii,4902834,120,Polaris,Slingshot,2016
electric,5,2,2,Honolulu,Hawaii,9468747,50,Nissan,Leaf,2015
gasoline,5,12,9,Waipahu,Hawaii,8840063,149,BMW,M-Series,2020
gasoline,5,5,4,Honolulu,Hawaii,1916612,40,Toyota,Corolla,2007
gasoline,5,4,4,Honolulu,Hawaii,902141,45,Jeep,Wrangler,2011
gasoline,4,19,16,Honolulu,Hawaii,5220624,70,Mercedes-Benz,GLC-Class,2017
electric,4,46,41,Ewa Beach,Hawaii,2373004,85,Tesla,Model 3,2019
gasoline,5,19,17,Honolulu,Hawaii,2754690,98,Porsche,Boxster,2008
gasoline,4,78,71,Ewa Beach,Hawaii,2373004,34,Scion,FR-S,2013
gasoline,5,10,9,Honolulu,Hawaii,902141,33,Subaru,Impreza,2016
gasoline,4,91,74,Honolulu,Hawaii,2394117,70,Jeep,Wrangler,2018
gasoline,4,17,14,Honolulu,Hawaii,2587963,68,Honda,Odyssey,2011
gasoline,5,41,39,Honolulu,Hawaii,10562656,59,Ford,Mustang,2016
"",5,18,14,Honolulu,Hawaii,2587963,66,Honda,Odyssey,2019
gasoline,5,4,4,Honolulu,Hawaii,1173063,82,Jeep,Wrangler,2014
gasoline,5,25,18,Honolulu,Hawaii,2394117,76,Ford,Mustang,2016
gasoline,4,102,83,Honolulu,Hawaii,1698976,65,Jeep,Wrangler,2008
gasoline,5,1,1,Schofield Barracks,Hawaii,744747,60,Dodge,Durango,2011
gasoline,5,2,2,Mililani,Hawaii,10751829,75,Ford,Expedition,2014
gasoline,5,3,2,Kailua,Hawaii,11361919,51,Toyota,Sienna,2017
gasoline,5,3,2,Honolulu,Hawaii,14253270,50,Toyota,FJ Cruiser,2013
gasoline,5,18,18,Honolulu,Hawaii,7365899,80,Toyota,Tacoma,2018
gasoline,4,30,25,Honolulu,Hawaii,2394117,86,BMW,X5,2014
hybrid,5,16,15,Honolulu,Hawaii,1010774,399,Acura,NSX,2017
gasoline,5,5,4,Aiea,Hawaii,14165310,115,Chevrolet,Silverado 1500,2018
gasoline,4,52,44,Mililani,Hawaii,6704292,52,smart,fortwo,2009
gasoline,4,68,55,Honolulu,Hawaii,9117913,79,Ford,Mustang,2018
gasoline,4,23,17,Honolulu,Hawaii,729215,44,Toyota,Camry,2007
gasoline,4,36,31,Honolulu,Hawaii,467865,55,Toyota,FJ Cruiser,2008
gasoline,5,11,11,Honolulu,Hawaii,7365899,60,Volkswagen,Eos,2012
gasoline,4,59,50,Honolulu,Hawaii,9743713,38,Volkswagen,Jetta,2014
gasoline,4,33,29,Honolulu,Hawaii,2587963,65,Jeep,Wrangler,2017
gasoline,4,59,52,Waianae,Hawaii,4902834,120,Chevrolet,Corvette,2015
gasoline,5,1,1,Kaneohe,Hawaii,14253270,52,Ford,Mustang,2017
gasoline,5,1,1,Kailua,Hawaii,3126130,175,Ford,Mustang,1969
gasoline,5,4,2,Honolulu,Hawaii,729215,40,Nissan,Versa,2019
gasoline,5,3,2,Honolulu,Hawaii,729215,44,Nissan,Versa Note,2018
gasoline,4,19,19,Honolulu,Hawaii,1698976,59,Jeep,Wrangler,2019
gasoline,5,18,18,Honolulu,Hawaii,5161902,70,BMW,1 Series,2011
gasoline,5,4,4,Waipahu,Hawaii,8840063,125,Cadillac,Escalade ESV,2017
gasoline,4,23,21,Honolulu,Hawaii,8346962,75,Jeep,Wrangler,2010
gasoline,5,17,16,Honolulu,Hawaii,9743713,48,Nissan,Rogue,2017
gasoline,4,56,50,Honolulu,Hawaii,9076476,56,Ford,Mustang,2015
gasoline,4,60,50,Honolulu,Hawaii,2322267,40,Jeep,Wrangler,2011
gasoline,4,46,41,Honolulu,Hawaii,8996355,49,MINI,Cooper,2013
gasoline,5,15,15,Honolulu,Hawaii,9743713,48,Mazda,CX-5,2017
gasoline,4,5,4,Schofield Barracks,Hawaii,744747,62,Jeep,Wrangler,2008
gasoline,5,1,1,Honolulu,Hawaii,8746952,54,Jeep,Wrangler,2014
electric,5,11,9,Mililani,Hawaii,8048545,82,Tesla,Model 3,2020
gasoline,5,18,18,Wahiawa,Hawaii,6461557,60,Dodge,Grand Caravan,2017
gasoline,4,65,50,Honolulu,Hawaii,1392822,55,Toyota,Tacoma,2011
gasoline,5,23,23,Honolulu,Hawaii,1740709,155,Porsche,718 Cayman,2018
gasoline,5,2,2,Honolulu,Hawaii,15069221,79,Chevrolet,Express,2015
gasoline,5,54,42,Honolulu,Hawaii,729215,40,Toyota,Corolla,2016
gasoline,5,2,2,Honolulu,Hawaii,435775,40,Acura,TLX,2015
gasoline,5,1,1,Ewa Beach,Hawaii,6624795,54,FIAT,500,2012
gasoline,5,28,22,Honolulu,Hawaii,7105070,78,Jeep,Wrangler,2017
gasoline,4,173,114,Honolulu,Hawaii,729215,40,Nissan,Sentra,2016
electric,5,46,41,Kailua,Hawaii,5589535,150,Tesla,Model 3,2018
gasoline,5,21,18,Honolulu,Hawaii,3330103,83,Jeep,Wrangler Unlimited,2019
gasoline,4,40,34,Honolulu,Hawaii,9743713,44,Nissan,Rogue,2014
gasoline,5,66,56,Honolulu,Hawaii,9076476,52,Ford,Mustang,2019
gasoline,5,24,23,Honolulu,Hawaii,3330103,83,Jeep,Wrangler Unlimited,2019
gasoline,5,34,27,Kailua,Hawaii,3359408,49,Ford,Explorer,2017
gasoline,4,130,113,Kaneohe,Hawaii,3043681,40,Toyota,Tundra,2005
gasoline,4,17,15,Honolulu,Hawaii,765004,100,BMW,5 Series,2015
electric,4,35,30,Honolulu,Hawaii,4315818,99,Tesla,Model 3,2019
gasoline,5,3,3,Honolulu,Hawaii,5161902,80,Audi,Q5,2016
gasoline,4,169,132,Honolulu,Hawaii,912177,75,Jeep,Wrangler,2010
gasoline,5,8,6,Ewa Beach,Hawaii,6624795,50,Buick,Regal,2011
gasoline,5,17,17,Ewa Beach,Hawaii,2344770,100,Jeep,Wrangler,2018
gasoline,4,18,18,Honolulu,Hawaii,14300678,50,Ford,Mustang,2015
gasoline,5,28,24,Aiea,Hawaii,1643790,65,Jeep,Wrangler,2016
gasoline,5,66,54,Honolulu,Hawaii,6478109,84,Lexus,NX 200t,2017
gasoline,4,290,242,Honolulu,Hawaii,912177,65,Jeep,Wrangler,2006
gasoline,5,8,5,Kailua,Hawaii,11398959,79,Chevrolet,Tahoe,2015
gasoline,5,26,22,Ewa Beach,Hawaii,2344770,75,Chevrolet,Traverse,2011
gasoline,5,14,12,Honolulu,Hawaii,14300678,50,Ford,Mustang,2017
electric,5,53,45,Mililani,Hawaii,8048545,102,Tesla,Model 3,2019
gasoline,5,22,14,Honolulu,Hawaii,729215,40,Hyundai,Accent,2017
electric,5,14,11,Kaneohe,Hawaii,9525078,103,Tesla,Model 3,2019
